id,statusdesc,createdate,closeddate,lastaction,parenttype,typename,comments,streetnum,streetname,streetaddress,crossname,cityname,department,division,latitude,longitude,geolocation,typeid,parentid,deptdivid,deptdiv,status,dataset_type
1124921,CLOSED,2025-04-23T10:58:00.000,2025-04-23T11:35:00.000,2025-04-23T11:35:00.000,BLIGHTED PROPERTIES,TALL GRASS,VACANT  HOME THAT IS OVERGROWN AND NEED TO BE CUT,1545,DUCHESS DR,1545 DUCHESS DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.466766,-91.040993,"
,  
(30.466766, -91.040993)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124920,CLOSED,2025-04-23T10:56:00.000,2025-09-19T09:09:00.000,2025-09-19T09:09:00.000,BLIGHTED PROPERTIES,TALL GRASS,OCCUPIED RESIDENT IS 3-4 FEET OVERGROWN AND GRASS NEEDS TO BE CUT,1535,DUCHESS DR,1535 DUCHESS DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.46656,-91.040955,"
,  
(30.46656, -91.040955)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124911,CLOSED,2025-04-23T10:51:00.000,2025-05-19T12:46:00.000,2025-05-19T12:46:00.000,BLIGHTED PROPERTIES,TALL GRASS,2 LARGE VACANT LOTS TO THE LEFT OF  213 RUSHMORE DR ARE OVERGROWN AND NED TO BE CUT,,T 13889 FLORIDA BLVD,T 13889 FLORIDA BLVD,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.464045,-91.031197,"
,  
(30.464045, -91.031197)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124904,CLOSED,2025-04-23T10:41:00.000,2025-06-02T12:46:00.000,2025-06-02T12:46:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",WRECKED VEHICLE IN DRIVEWAY,446,WINGATE DR,446 WINGATE DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.454912,-91.047256,"
,  
(30.454912, -91.047256)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124875,CLOSED,2025-04-23T09:44:00.000,2025-04-23T10:04:00.000,2025-04-23T10:04:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",THE RECYCLING PLANT IS CAUSING PROBLEMS WITH PESTS AND RODENTS  FOR THE OTHER BUSINESSES IN THE AREA REQUESTING THEY DO SOMETHING TO CONTROL THIS PROBLEM,7923,TOM DR,7923 TOM DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.465662,-91.107574,"
,  
(30.465662, -91.107574)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124871,CLOSED,2025-04-23T09:40:00.000,2025-04-23T09:55:00.000,2025-04-23T09:55:00.000,BLIGHTED PROPERTIES,TALL GRASS,"I WANT TO REPORT THE BACKYARD OF HOUSE LOCATED NEXT DOOR TO MY HOME ON THE RIGHT OWNER DIANE BAUM AT 16239 WOODLAND TRAIL BATON ROUGE LOUISIANA 70817. THE PROPERTY IS TOTALLY OVERGROWN WITH GRASS, WEEDS, SPOUTING WEED BUSES AND PLANTS SOME 2-3 FEET HIGH. IT IS ABSOLUTELY STREWN WITH TRASH JUNK AND DEBRIS. SHE IS BLOCKING THE 15 FOOT DRAINAGE SERVITUDE THAT WE ARE REQUIRED TO MAINTAIN AND CAUSING WATER BACK UP TO ME AND THE OTHER NEIGHBORS WHICH APPEARS TO BE DIVERTING WATER BETWEEN OUR HOMES TO THE STREET WHICH IS CONTRIBUTING TO A LARGE DANGEROUS TWO FOOT DEEP SINKHOLE AT THE STREET AND NEAR OUR LIGHT POLE WHICH I HAVE REPORTED THE PARISH HAS ERECTED A BARRIER AROUND AND SCHEDULED TO COME TO PERFORM AN EVALUATION TO REPAIR THE STATE OFFICE OF LAND QUALITY IS ALSO LOOKING AT IT. WE HAVE PUT OUT RODENT TRAPS BAIT THAT SIDE OF THE HOUSE BECAUSE OF INCREASED PEST ACTIVITY INCLUDING SNAKES .HER YARD IS COVERED IN LITERAL TRASH AND OLD OIL CANS BAGS ETC ALONG THE FENCE  LINE. IT’S ONGOING.",16239,WOODLAND TRAIL,16239 WOODLAND TRAIL,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.398331,-91.003189,"
,  
(30.398331, -91.003189)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124832,CLOSED,2025-04-23T08:38:00.000,2025-05-12T08:54:00.000,2025-05-12T08:54:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AND WEEDS  THERE ARE OTHER PROPERTIES NEARBY.,1915,N 17TH ST,1915 N 17TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.465113,-91.17263,"
,  
(30.465113, -91.17263)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124831,CLOSED,2025-04-23T08:36:00.000,2025-04-23T08:45:00.000,2025-04-23T08:45:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",JUNK TRASH AND DEBRIS AT 12012 PROVINCE PLACE.,12012,PROVINCE PL,12012 PROVINCE PL,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.437494,-91.046875,"
,  
(30.437494, -91.046875)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124828,CLOSED,2025-04-23T08:33:00.000,2025-04-23T08:51:00.000,2025-04-23T08:51:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",JUNK TRASH AND DEBRIS AT 12052 PROVINCE PLACE,12052,PROVINCE PL,12052 PROVINCE PL,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.437414,-91.046188,"
,  
(30.437414, -91.046188)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124821,CLOSED,2025-04-23T08:29:00.000,2025-06-02T12:36:00.000,2025-06-02T12:36:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",JUNK TRASH AND DEBRIS AT 1788 BOULEVARD DE PROVINCE,1788,BOULEVARD DE PROVINCE,1788 BOULEVARD DE PROVINCE,BOULEVARD DE PROVINCE,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.43746,-91.045898,"
,  
(30.43746, -91.045898)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124816,CLOSED,2025-04-23T08:20:00.000,2025-05-29T14:10:00.000,2025-05-29T14:10:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",JUNK TRASH AND DEBRIS IN THE 11600 BLOCK OF SHERWOOD HOLLARD COURT {DEAD END STREET}.,11600,SHERWOOD HOLLOW CT,11600 SHERWOOD HOLLOW CT,SHERWOOD HOLLOW CT,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.434141,-91.052765,"
,  
(30.434141, -91.052765)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124810,CLOSED,2025-04-23T08:14:00.000,2025-04-23T08:31:00.000,2025-04-23T08:31:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",JUNK TRASH AND DEBRIS AT 4638 SOUTHPARK DRIVE,4638,SOUTHPARK DR,4638 SOUTHPARK DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.408705,-91.059273,"
,  
(30.408705, -91.059273)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124806,CLOSED,2025-04-23T08:09:00.000,2025-06-02T12:36:00.000,2025-06-02T12:36:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",JUNK TRASH AND DEBRIS AT 10865 WEST FULLER PLACE,10865,W FULLER PL,10865 W FULLER PL,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.408747,-91.059547,"
,  
(30.408747, -91.059547)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124802,CLOSED,2025-04-23T08:04:00.000,2025-05-05T10:27:00.000,2025-05-05T10:27:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",JUNK TRASH AND DEBRIS AT 4461 KOLIN DRIVE,4461,KOLIN DR,4461 KOLIN DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.410519,-91.060005,"
,  
(30.410519, -91.060005)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124800,IN PROGRESS,2025-04-23T08:01:00.000,,2025-04-30T09:57:00.000,BLIGHTED PROPERTIES,TALL GRASS,OVERGROWN GRASS ON VACANT LOT ACROSS THE STREET FROM 2136 SHERWOOD MEADOW,2136,SHERWOOD MEADOW DR,2136 SHERWOOD MEADOW DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.433838,-91.052223,"
,  
(30.433838, -91.052223)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1124798,IN PROGRESS,2025-04-23T07:54:00.000,,2025-04-30T09:46:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL YARD GRASS AT 12841 PROVINCE PLACE,12841,PROVINCE PL,12841 PROVINCE PL,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.437698,-91.045555,"
,  
(30.437698, -91.045555)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1124794,CLOSED,2025-04-23T07:45:00.000,2025-06-02T12:36:00.000,2025-06-02T12:36:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL YARD GRASS AT 4461 KOLIN DRIVE,4461,KOLIN DR,4461 KOLIN DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.410519,-91.060005,"
,  
(30.410519, -91.060005)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124791,CLOSED,2025-04-23T07:36:00.000,2025-04-23T08:20:00.000,2025-04-23T08:20:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",TRASH BLOCKING THE SIDEWALK AND THE ROAD. BEEN THERE FOR MONTHS.,1800,GOVERNMENT ST,1800 GOVERNMENT ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.44364,-91.170143,"
,  
(30.44364, -91.170143)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124785,CLOSED,2025-04-23T04:12:00.000,2025-04-29T12:10:00.000,2025-04-29T12:10:00.000,BLIGHTED PROPERTIES,TALL GRASS,OVERGROWN LOT THAT IS IN DESPERATE NEED OF MOWING.  THANKS.,2664,YAZOO ST,2664 YAZOO ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.425484,-91.146645,"
,  
(30.425484, -91.146645)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124784,CLOSED,2025-04-23T04:11:00.000,2025-04-29T11:50:00.000,2025-04-29T11:50:00.000,BLIGHTED PROPERTIES,TALL GRASS,OVERGROWN LOT NEEDS MOWING BADLY.,2644,YAZOO ST,2644 YAZOO ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.424555,-91.147583,"
,  
(30.424555, -91.147583)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124780,CLOSED,2025-04-22T21:26:00.000,2025-06-12T13:46:00.000,2025-06-12T13:46:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,"REQUEST:  PLACE HOUSE ON CONDEMN LIST AND THEN TEAR HOUSE DOWN.  HOUSE ADDRESS:   - 865 N 39TH STREET, BATON ROUGE, LA 70802   --  SOUTH OF HOUSE:  841 N 39TH STREET (GREEN HOUSE) AND THEN A VACANT LOT   --  NORTH OF HOUSE:  867 N 39TH STREET (YELLOW HOUSE)  ISSUE:   - GREEN VACANT HOUSE STRUCTURE IS DETERIORATED. - HALF OF ROOF ON NORTH SIDE HAS COLLAPSED. - OVERGROWN GRASS SURROUNDS THE HOUSE.  CONTACT: - VERONICA E. SMITH - XXX-XXX-XXXX - LAGRITS21@YAHOO.COM AND LAGRITS21@OUTLOOK.COM",865,N 39TH ST,865 N 39TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.456425,-91.15136,"
,  
(30.456425, -91.15136)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124767,CLOSED,2025-04-22T17:34:00.000,2025-08-26T07:50:00.000,2025-08-26T07:50:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,VACANT CAR WASH -ILLEGAL DRUG AND PROSTITUTION HAS BEEN TAKING PLACE AT NIGHT AT THIS VACANT PROPERTY. NEIGHBOR EXPRESSED CONCERN THAT IS BECOMING DANGEROUS .,9212,SCOTLAND AVE,9212 SCOTLAND AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.530161,-91.17939,"
,  
(30.530161, -91.17939)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124699,CLOSED,2025-04-22T14:07:00.000,2025-06-02T17:03:00.000,2025-06-02T17:03:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",TRASH AND DEBRIS AT THE APARTMENT COMPLEX.,317,EAST DR,317 EAST DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.446243,-91.149132,"
,  
(30.446243, -91.149132)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124677,CLOSED,2025-04-22T13:11:00.000,2025-08-26T13:22:00.000,2025-08-26T13:22:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",INOPERABLE VEHICLE,2028,GEORGIA ST,2028 GEORGIA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.428705,-91.175545,"
,  
(30.428705, -91.175545)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124675,CLOSED,2025-04-22T13:10:00.000,2025-07-10T12:44:00.000,2025-07-10T12:44:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,CONDEMNATION REQUESTED. RIGHT OF 2054 KENTUCKY.,2054,KENTUCKY ST,2054 KENTUCKY ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.428383,-91.174782,"
,  
(30.428383, -91.174782)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124674,CLOSED,2025-04-22T13:08:00.000,2025-09-16T12:27:00.000,2025-09-16T12:27:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,"CONDEMNATION REQUESTED , RIGHT OF 2231 KENTUCKY.",2231,KENTUCKY ST,2231 KENTUCKY ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.42659,-91.174286,"
,  
(30.42659, -91.174286)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124673,CLOSED,2025-04-22T13:07:00.000,2025-09-03T12:58:00.000,2025-09-03T12:58:00.000,BLIGHTED PROPERTIES,TALL GRASS,"TALL GRASS TO BE CUT, LEFT OF 2339 KENTUCKY.",2339,KENTUCKY ST,2339 KENTUCKY ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.42555,-91.174271,"
,  
(30.42555, -91.174271)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124672,CLOSED,2025-04-22T13:06:00.000,2025-04-24T13:48:00.000,2025-04-24T13:48:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",JUNK TRASH AND DEBRIS MISSED PICKUP FRIDAY 04/18/25,3128,PAMPAS ST,3128 PAMPAS ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.482534,-91.158356,"
,  
(30.482534, -91.158356)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124667,IN PROGRESS,2025-04-22T12:58:00.000,,2025-07-15T11:23:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AT V/L,4918,CADILLAC ST,4918 CADILLAC ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.517477,-91.142181,"
,  
(30.517477, -91.142181)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1124665,CLOSED,2025-04-22T12:56:00.000,2025-04-24T13:40:00.000,2025-04-24T13:40:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",MATTRESS AND DEBRIS MISSED.,826,PEACH ST,826 PEACH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.440645,-91.176559,"
,  
(30.440645, -91.176559)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124662,CLOSED,2025-04-22T12:52:00.000,2025-07-22T15:30:00.000,2025-07-22T15:30:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",TRASH IN THE YARD.,2355,MARYLAND ST,2355 MARYLAND ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.425522,-91.173485,"
,  
(30.425522, -91.173485)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124661,CLOSED,2025-04-22T12:50:00.000,2025-07-08T15:06:00.000,2025-07-08T15:06:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,CONDEMNATION REQUESTED,2230,MARYLAND ST,2230 MARYLAND ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.426582,-91.173958,"
,  
(30.426582, -91.173958)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124655,CLOSED,2025-04-22T12:43:00.000,2025-09-03T12:48:00.000,2025-09-03T12:48:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS TO BE CUT.,180,E POLK ST,180 E POLK ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.426781,-91.179825,"
,  
(30.426781, -91.179825)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124654,CLOSED,2025-04-22T12:42:00.000,2025-07-14T11:38:00.000,2025-07-14T11:38:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",TRASH IN THE YARD.,2113,KANSAS ST,2113 KANSAS ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.42799,-91.178154,"
,  
(30.42799, -91.178154)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124653,CLOSED,2025-04-22T12:40:00.000,2025-07-28T10:09:00.000,2025-07-28T10:09:00.000,BLIGHTED PROPERTIES,PROPERTY MISSING WINDOWS OR DOORS,"MISSING WINDOWS, TO THE RIGHT OF 1836 KANSAS.",1836,KANSAS ST,1836 KANSAS ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.430611,-91.178635,"
,  
(30.430611, -91.178635)",172987,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124644,CLOSED,2025-04-22T12:22:00.000,2025-04-22T14:43:00.000,2025-04-22T14:43:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY","CALLER IS REQUESTING THAT TRASH AND BAGS BE REMOVED OFF OF THE R O W SITTING IN FRONT OF THE V/H AT THE ABOVE ADDRESS ..., GAVE ID#",13751,TUCKBOROUGH RD,13751 TUCKBOROUGH RD,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.364323,-91.066315,"
,  
(30.364323, -91.066315)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124639,CLOSED,2025-04-22T12:12:00.000,2025-06-04T09:01:00.000,2025-06-04T09:01:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS DIRECTLY ACROSS THE STREET. VERY DANGEROUS. PLEASE HELP,4111,POCASSET ST,4111 POCASSET ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.486752,-91.163826,"
,  
(30.486752, -91.163826)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124605,CLOSED,2025-04-22T11:11:00.000,2025-06-10T07:29:00.000,2025-06-10T07:29:00.000,BLIGHTED PROPERTIES,TALL GRASS,ACROSS THE STREET FROM 1945 IOWA STREET THERE ARE LOTS WHERE HOMES WERE TORN DOWN THAT IS CAUSING RODENTS DUE TO TALL GRASS,,T 1975 NICHOLSON DR,T 1975 NICHOLSON DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.428392,-91.186325,"
,  
(30.428392, -91.186325)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124602,CLOSED,2025-04-22T11:03:00.000,2025-04-22T15:23:00.000,2025-04-22T15:23:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY","CALLER IS REQUESTING THAT THE PARKING LOT BE CLEANED UP AT THE ABOVE LOCATION AT THE VACANT BUILDING .., GAVE ID#",,PRESCOTT RD,PRESCOTT RD,BEECHWOOD DR,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.487494,-91.143494,"
,  
(30.487494, -91.143494)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124591,IN PROGRESS,2025-04-22T10:50:00.000,,2025-05-13T12:27:00.000,BLIGHTED PROPERTIES,TALL GRASS,CALLER STATED GRASS IS BEING CUT IN THE FRONT BUT NOT THE BACK,7164,ASPEN PL,7164 ASPEN PL,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.50849,-91.11853,"
,  
(30.50849, -91.11853)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1124581,IN PROGRESS,2025-04-22T10:45:00.000,,2025-04-24T10:09:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE","TUESDAY APRIL 22, 2025; DIRECTLY IN FRONT/LEFT SIDE OF 1016 WEST GARFIELD STREET ARE SEVERAL/OVERFLOW OF ABANDON/BROKEN DOWN VEHICLES THAT NEED TO BE REMOVED/CLEARED FROM OCCUPIED HOUSE/LOTS. HORRIBLE SITE.",1016,W GARFIELD ST,1016 W GARFIELD ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.42234,-91.189606,"
,  
(30.42234, -91.189606)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1124574,CLOSED,2025-04-22T10:31:00.000,2025-06-26T10:58:00.000,2025-06-26T10:58:00.000,BLIGHTED PROPERTIES,TALL GRASS,"TUESDAY APRIL 22, 2025; DIRECTLY ON THE LEFT SIDE OF 1178 WEST ROOSEVELT STREET, IS AN OVERFLOW OF OVERGROWN GRASS/DEBRIS THAT NEEDS TO BE COMPLETELY CUT, NOT CUT JUST THE EDGE OF THE VACANT/ABANDON 1-2 LOT/S. HORRIBLE SITE.",1178,W ROOSEVELT ST,1178 W ROOSEVELT ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.421703,-91.190849,"
,  
(30.421703, -91.190849)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124573,CLOSED,2025-04-22T10:29:00.000,2025-04-22T10:48:00.000,2025-04-22T10:48:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY","TUESDAY APRIL 22, 2025; DIRECTLY IN FRONT OF 1441 WEST ROOSEVELT STREET, IS A PILE OF OLD MATTRESSES/DEBRIS THAT NEEDS TO BE REMOVED/PICKED UP. HORRIBLE SITE & MATTRESS IS PARTLY IN THE STREET OF ONCOMING TRAFFIC. DANGEROUS FOR PEDESTRIANS/SCHOOL AGED CHILDREN GOING TOO & FROM THE AREA.",1441,W ROOSEVELT ST,1441 W ROOSEVELT ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.421312,-91.192848,"
,  
(30.421312, -91.192848)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124571,CLOSED,2025-04-22T10:24:00.000,2025-05-13T09:22:00.000,2025-05-13T09:22:00.000,BLIGHTED PROPERTIES,TALL GRASS,"VACANT LOT AT 1026 N 38TH ST IS OVERGROWN WITH GRASS,  CALLER STATED THAT THE LOT HAS A WOODEN FENCE, THE PART THAT NEEDS TO BE CUT IS BEHIND THE FENCE .",1026,N 38TH ST,1026 N 38TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.457605,-91.151756,"
,  
(30.457605, -91.151756)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124570,CLOSED,2025-04-22T10:21:00.000,2025-06-09T08:18:00.000,2025-06-09T08:18:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",REQUEST REMOVAL OF TREE DEBRIS FROM THE R O W IN FRONT OF A V/L,1120,FOXLANE DR,1120 FOXLANE DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.471451,-91.025032,"
,  
(30.471451, -91.025032)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124561,CLOSED,2025-04-22T10:04:00.000,2025-06-02T11:13:00.000,2025-06-02T11:13:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY","4013 PONTIAC ST/BR, LA 70805.  BLUE FORD ECONOLINE VAN & A RED FORD EXPEDITION",2406,SHERWOOD ST,2406 SHERWOOD ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.488649,-91.166763,"
,  
(30.488649, -91.166763)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1124559,IN PROGRESS,2025-04-22T10:03:00.000,,2025-04-23T09:32:00.000,BLIGHTED PROPERTIES,TALL GRASS,VACANT LOT NEEDS TO BE CUT,3926,WASHINGTON AVE,3926 WASHINGTON AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.465143,-91.151001,"
,  
(30.465143, -91.151001)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1124555,CLOSED,2025-04-22T09:55:00.000,2025-05-30T09:51:00.000,2025-05-30T09:51:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS AND WEEDS IN THE BACK YARD THAT NEEDS TO BE CUT BECAUSE IT IS CAUSING RODENTS THAT ARE COMING INTO THE NEIGHBORS YARD.,264,CLOUD DR,264 CLOUD DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.448097,-91.132309,"
,  
(30.448097, -91.132309)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
